residual sugar,alcohol,quality
7.8,9.1,Bad
7.8,9.1,Bad
7.8,9.5,Bad
5,11.2,Bad
5,11.4,Bad
7.8,9.5,Bad
20.15,8.5,Bad
14.5,9.1,Bad
14.5,9.1,Bad
3.15,11.5,Bad
8.8,9.4,Bad
18.5,9.1,Bad
8.8,9.4,Bad
1.4,12,Bad
1.2,11.1,Bad
18.75,9.1,Bad
6.8,10,Bad
1.4,12.4,Bad
1.2,10.6,Bad
7.8,9.6,Bad
10.3,8.8,Bad
1.1,10.4,Bad
14.3,9.1,Bad
14.3,9.1,Bad
1.2,11.1,Bad
9.7,9.1,Bad
7.2,9.4,Bad
9.7,9.1,Bad
7.2,9.7,Bad
7.1,9.2,Bad
7.2,9.7,Bad
7.1,9.2,Bad
1.2,10.1,Bad
4.5,9,Bad
4.5,9,Bad
14.6,10.6,Bad
6.55,11.1,Bad
1.3,10.8,Bad
8.8,9.4,Bad
7.2,9.2,Bad
8.8,9.4,Bad
7.2,9.2,Bad
11.8,9.3,Bad
0.9,11.4,Bad
11.8,9.3,Bad
0.9,11.4,Bad
5.6,9.5,Bad
6.65,11.1,Bad
11,11.2,Bad
1,9.1,Bad
18.8,8.7,Bad
1.6,9.8,Bad
12,10.8,Bad
18.8,8.7,Bad
1.6,9.8,Bad
1.5,10.1,Bad
18.15,9.2,Bad
11.8,9,Bad
1.4,10.1,Bad
1,13.6,Bad
10.6,9.2,Bad
10.4,8.8,Bad
1.2,11.2,Bad
18.15,9.2,Bad
8,9.5,Bad
2,9.8,Bad
2,9.8,Bad
1.3,10.3,Bad
1.3,10.3,Bad
13.1,8.6,Bad
1.6,9.2,Bad
1.8,11.9,Bad
12.5,9,Bad
2.9,10,Bad
1.4,10.7,Bad
1.4,10.7,Bad
2.9,10,Bad
1.4,10.7,Bad
1.4,10.7,Bad
6.1,10.9,Bad
2.7,11.5,Bad
12.9,9.4,Bad
12.9,9.4,Bad
12.9,9.4,Bad
12.9,9.4,Bad
1.3,13.5,Bad
12.1,9.7,Bad
7.7,12.3,Bad
12.1,9.7,Bad
8.3,9.5,Bad
12.8,8.8,Bad
8.2,9.5,Bad
8.1,9.5,Bad
8.3,9.5,Bad
8,9.5,Bad
1.7,10,Bad
10.7,9.3,Bad
2,10.9,Bad
2.2,11.4,Bad
1.3,10.3,Bad
2,10.9,Bad
1.3,10.3,Bad
10.7,9.3,Bad
6.4,10.2,Bad
2,11.1,Bad
2,10.9,Bad
2.2,11.4,Bad
12.1,10.3,Bad
8.8,9.9,Bad
3.7,10.7,Bad
8.1,9.5,Bad
1,11.5,Bad
3.5,9.6,Bad
3.5,9.6,Bad
4.8,9.2,Bad
3.3,8.4,Bad
4.8,9.2,Bad
3.3,8.4,Bad
16.2,9.1,Bad
16.2,9.1,Bad
7,10.6,Bad
7.2,9.2,Bad
7.2,9.2,Bad
7.2,9.2,Bad
11.7,9,Bad
8,9.6,Bad
16.55,10.5,Bad
1.5,11.4,Bad
10.2,9.4,Bad
1.5,10.8,Bad
1.5,10.8,Bad
8.7,10.6,Bad
3.5,9.2,Bad
8.7,10.6,Bad
3.5,9.2,Bad
7.9,9.4,Bad
14.8,10.2,Bad
0.9,10.1,Bad
0.9,10.1,Bad
1.2,10.3,Bad
3.9,11.5,Bad
15.6,9,Bad
15.6,9,Bad
16.7,9.4,Bad
6.7,9.3,Bad
8.9,9.3,Bad
1,10.1,Bad
5.4,9.3,Bad
8.9,9.3,Bad
1,10.1,Bad
17.9,8.8,Bad
17.9,8.8,Bad
2.3,10.3,Bad
4.3,12,Bad
11.7,9,Bad
12.4,8.8,Bad
12.1,10.7,Bad
1.1,9.2,Bad
4.7,12.1,Bad
1,9.5,Bad
1,9.5,Bad
4.8,9.3,Bad
8.5,9.2,Bad
4.8,9.3,Bad
1.1,9.2,Bad
8.5,9.2,Bad
1.1,9.3,Bad
1.15,11.4,Bad
1,9.5,Bad
17.8,9.2,Bad
17.8,9.2,Bad
1.4,9.9,Bad
1.4,9.9,Bad
1,9.5,Bad
1.6,9.4,Bad
7.9,9.3,Bad
7.9,9.3,Bad
13.15,10.7,Bad
6.1,10,Bad
6.1,10,Bad
1.9,9.7,Bad
1.6,12.5,Bad
8.3,10.6,Bad
8,9.9,Bad
1.3,8.5,Bad
9.6,10.4,Bad
1.2,10.1,Bad
1.1,9.5,Bad
5.6,11,Bad
9.5,10,Bad
9.5,10,Bad
0.9,9.7,Bad
1.2,11.6,Bad
12.1,9,Bad
5.7,10,Bad
5.6,10,Bad
6.8,10.3,Bad
15.6,10.4,Bad
8.6,9.1,Bad
8.6,9.1,Bad
2.4,11.3,Bad
8.6,9.1,Bad
9.4,9.4,Bad
1.4,9.5,Bad
6.5,9.6,Bad
1.4,9.5,Bad
6.3,9.6,Bad
1.5,10.4,Bad
1.6,10.7,Bad
1.6,12,Bad
1.4,9.3,Bad
15.4,9.4,Bad
15.4,9.4,Bad
1.2,10.5,Bad
5.1,9.6,Bad
1.2,11.2,Bad
7.4,9.8,Bad
12.9,9.1,Bad
1.3,10.1,Bad
12.1,9.5,Bad
12.1,9.5,Bad
12.1,9.5,Bad
12.1,9.5,Bad
10.1,10.6,Bad
15,9.2,Bad
15,9.2,Bad
1.2,10.5,Bad
15,9.2,Bad
13.5,9.2,Bad
13.3,9.2,Bad
9.9,10.9,Bad
5.1,9.2,Bad
5.1,9.2,Bad
1.5,12,Bad
13.7,9.4,Bad
15.4,9.4,Bad
5.5,10.3,Bad
17.8,10.1,Bad
17.8,10.1,Bad
1.6,10,Bad
17.8,10.1,Bad
15.7,9.4,Bad
15.7,9.4,Bad
9,10.8,Bad
15.7,9.4,Bad
6.5,9.4,Bad
8.9,9.5,Bad
1.9,12,Bad
10.4,9.4,Bad
7.7,9.5,Bad
8.2,9.5,Bad
8.3,9.2,Bad
8.2,9.5,Bad
9.3,10.98,Bad
8.1,9.4,Bad
8.2,9.5,Bad
8.3,9.2,Bad
10.4,9.4,Bad
1.6,10.7,Bad
5.6,10.5333333333,Bad
7.5,9.5333333333,Bad
1.6,10.7,Bad
11.2,9.5,Bad
10.1,9.1,Bad
11.2,9.5,Bad
4.5,9.6,Bad
2.7,9.3,Bad
2.1,9.5,Bad
5,9.4,Bad
6.6,8.8,Bad
5,9.4,Bad
8.2,9.5,Bad
8.2,9.5,Bad
15.8,9.2,Bad
15.5,9.4,Bad
15.8,9.2,Bad
12.3,9.4,Bad
11.8,9.8,Bad
11.8,9.8,Bad
11.8,9.8,Bad
12.3,9.4,Bad
11.8,9.8,Bad
6.2,9.7333333333,Bad
7.9,9.4,Bad
7.9,9.4,Bad
7.9,9.4,Bad
6.3,9.7333333333,Bad
16,9.1,Bad
6.3,9.75,Bad
12.3,9.9,Bad
13.6,8.7,Bad
10.9,9.4,Bad
1.4,10.5,Bad
5.9,9.8,Bad
16.4,9.1,Bad
16.4,9.1,Bad
5.9,9.8,Bad
2.5,10.3,Bad
7.7,9.5,Bad
2.8,9.8,Bad
19.3,9,Bad
19.3,9,Bad
19.3,9,Bad
6.4,9.9,Bad
15.4,9.3,Bad
15.4,9.3,Bad
4.1,11,Bad
6.6,10.3,Bad
1.4,11.1,Bad
1.6,9.8,Bad
7.9,9.6,Bad
7.9,9.6,Bad
4.5,9.1,Bad
22.6,12.8,Bad
7.9,9.6,Bad
4.5,9.1,Bad
8.1,9.3,Bad
6.2,10.8,Bad
8.5,10.7,Bad
6,10.2,Bad
1.75,12.3333333333,Bad
1.3,9.5,Bad
9,8.8,Bad
7.5,9.8,Bad
2,9.6,Bad
14.3,9.7,Bad
10.5,10.5,Bad
1.2,10.1,Bad
8.8,11.05,Bad
9.1,11.1,Bad
9.1,11.1,Bad
14.7,10.5,Bad
9.1,11.1,Bad
11.8,9.6,Bad
1.9,11.7,Bad
9.1,10.8,Bad
11.1,12,Bad
9.1,10.8,Bad
1.1,11.3,Bad
5.2,11.1,Bad
5.8,11.2,Bad
2.4,10.9,Bad
7.2,9.8,Bad
7.3,9.8,Bad
6.3,9.5,Bad
1.2,10.8,Bad
4.7,8.9,Bad
6.65,11.2,Bad
1.7,10.5666666667,Bad
1.7,10.6,Bad
1.65,9.3,Bad
6.8,10.2,Bad
6.8,10.2,Bad
1.4,9.6,Bad
1.1,11.2,Bad
8.8,9.1,Bad
1.2,11.5,Bad
1.3,10.4666666667,Bad
1.3,10.4666666667,Bad
1.3,10.5,Bad
10.4,10.5,Bad
1.1,8.8,Bad
12.8,9.8,Bad
12.8,9.8,Bad
1.3,12.25,Bad
1.6,10.7,Bad
1.85,11.85,Bad
1.5,9.6,Bad
1.2,11.2,Bad
5,10,Bad
18.35,9.3,Bad
1.2,11.2,Bad
8.6,9.1,Bad
6.3,9.7,Bad
6.4,9.8,Bad
12.9,10.2,Bad
12.9,10.2,Bad
7.3,9.4,Bad
14.5,10.3,Bad
8.3,10.9,Bad
3.3,9.1,Bad
1,9.7,Bad
1,9.7,Bad
10.3,9.2,Bad
10.3,9.2,Bad
1.5,10.7,Bad
11.5,9.6,Bad
2.5,11.3,Bad
2.4,9.5,Bad
8.9,9.6,Bad
8.9,9.6,Bad
1.6,11.4,Bad
1.4,11.4,Bad
7.8,9.6,Bad
1.1,9.6333333333,Bad
12.4,9.7,Bad
0.8,8.8,Bad
1.3,10.7,Bad
8.3,9.6,Bad
1.2,9.2,Bad
1.3,9.7,Bad
8,9.6,Bad
4.4,9.8,Bad
10.5,10.1,Bad
1.5,9.7,Bad
5.2,9,Bad
0.8,11.4,Bad
5.1,12.6,Bad
1.2,8.7,Bad
8.5,8.9,Bad
2.3,10.2,Bad
6.2,9.9,Bad
9.7,8.9,Bad
4.6,10,Bad
0.9,11.4,Bad
1.2,10.6,Bad
5.1,10.5,Bad
1.5,9.2,Bad
10.8,8.6,Bad
10.8,8.6,Bad
5,12.5,Bad
9.9,11.4,Bad
10.4,9.1,Bad
12.9,9,Bad
1.1,9.5,Bad
1.4,10,Bad
8.3,9.2,Bad
13,9,Bad
1.9,10.1,Bad
1.2,10.1,Bad
1.4,11.2,Bad
5.5,11.5,Bad
1.6,11.1,Bad
1.3,10.3,Bad
9.6,9.8,Bad
1.2,9.5,Bad
3.2,9.5,Bad
1.3,10.2,Bad
1.3,10.1,Bad
8.2,9.5,Bad
11,9.3,Bad
2.1,10.8,Bad
5.2,10.7,Bad
2.2,10.3,Bad
1.1,8.7,Bad
